Id,SalePrice
1461,155477.02756965745
1462,155477.02756965745
1463,155477.02756965745
1464,155477.02756965745
1465,301427.82774106116
1466,155477.02756965745
1467,155477.02756965745
1468,155477.02756965745
1469,165870.7434252067
1470,155477.02756965745
1471,165870.7434252067
1472,155477.02756965745
1473,155477.02756965745
1474,155477.02756965745
1475,165870.7434252067
1476,301427.82774106116
1477,301427.82774106116
1478,301427.82774106116
1479,301427.82774106116
1480,301427.82774106116
1481,301427.82774106116
1482,301427.82774106116
1483,155477.02756965745
1484,165870.7434252067
1485,165870.7434252067
1486,165870.7434252067
1487,301427.82774106116
1488,301427.82774106116
1489,165870.7434252067
1490,155477.02756965745
1491,165870.7434252067
1492,155477.02756965745
1493,155477.02756965745
1494,301427.82774106116
1495,301427.82774106116
1496,165870.7434252067
1497,165870.7434252067
1498,165870.7434252067
1499,165870.7434252067
1500,155477.02756965745
1501,155477.02756965745
1502,165870.7434252067
1503,301427.82774106116
1504,301427.82774106116
1505,165870.7434252067
1506,155477.02756965745
1507,155477.02756965745
1508,155477.02756965745
1509,155477.02756965745
1510,155477.02756965745
1511,155477.02756965745
1512,155477.02756965745
1513,155477.02756965745
1514,155477.02756965745
1515,155477.02756965745
1516,155477.02756965745
1517,155477.02756965745
1518,155477.02756965745
1519,165870.7434252067
1520,155477.02756965745
1521,155477.02756965745
1522,155477.02756965745
1523,155477.02756965745
1524,155477.02756965745
1525,155477.02756965745
1526,155477.02756965745
1527,155477.02756965745
1528,155477.02756965745
1529,155477.02756965745
1530,155477.02756965745
1531,155477.02756965745
1532,155477.02756965745
1533,155477.02756965745
1534,155477.02756965745
1535,155477.02756965745
1536,155477.02756965745
1537,155477.02756965745
1538,301427.82774106116
1539,301427.82774106116
1540,155477.02756965745
1541,155477.02756965745
1542,155477.02756965745
1543,165870.7434252067
1544,155477.02756965745
1545,155477.02756965745
1546,155477.02756965745
1547,155477.02756965745
1548,155477.02756965745
1549,155477.02756965745
1550,155477.02756965745
1551,155477.02756965745
1552,155477.02756965745
1553,155477.02756965745
1554,155477.02756965745
1555,155477.02756965745
1556,155477.02756965745
1557,155477.02756965745
1558,155477.02756965745
1559,155477.02756965745
1560,155477.02756965745
1561,155477.02756965745
1562,155477.02756965745
1563,155477.02756965745
1564,155477.02756965745
1565,155477.02756965745
1566,165870.7434252067
1567,155477.02756965745
1568,155477.02756965745
1569,155477.02756965745
1570,155477.02756965745
1571,155477.02756965745
1572,155477.02756965745
1573,165870.7434252067
1574,155477.02756965745
1575,165870.7434252067
1576,155477.02756965745
1577,165870.7434252067
1578,155477.02756965745
1579,155477.02756965745
1580,165870.7434252067
1581,155477.02756965745
1582,155477.02756965745
1583,301427.82774106116
1584,165870.7434252067
1585,155477.02756965745
1586,155477.02756965745
1587,155477.02756965745
1588,155477.02756965745
1589,155477.02756965745
1590,155477.02756965745
1591,155477.02756965745
1592,155477.02756965745
1593,155477.02756965745
1594,155477.02756965745
1595,155477.02756965745
1596,165870.7434252067
1597,155477.02756965745
1598,165870.7434252067
1599,301427.82774106116
1600,301427.82774106116
1601,155477.02756965745
1602,155477.02756965745
1603,155477.02756965745
1604,301427.82774106116
1605,301427.82774106116
1606,155477.02756965745
1607,155477.02756965745
1608,165870.7434252067
1609,165870.7434252067
1610,155477.02756965745
1611,155477.02756965745
1612,155477.02756965745
1613,155477.02756965745
1614,155477.02756965745
1615,155477.02756965745
1616,155477.02756965745
1617,155477.02756965745
1618,155477.02756965745
1619,155477.02756965745
1620,155477.02756965745
1621,155477.02756965745
1622,155477.02756965745
1623,301427.82774106116
1624,155477.02756965745
1625,155477.02756965745
1626,155477.02756965745
1627,155477.02756965745
1628,301427.82774106116
1629,165870.7434252067
1630,301427.82774106116
1631,301427.82774106116
1632,301427.82774106116
1633,165870.7434252067
1634,155477.02756965745
1635,155477.02756965745
1636,155477.02756965745
1637,155477.02756965745
1638,165870.7434252067
1639,155477.02756965745
1640,165870.7434252067
1641,155477.02756965745
1642,165870.7434252067
1643,301427.82774106116
1644,301427.82774106116
1645,155477.02756965745
1646,155477.02756965745
1647,165870.7434252067
1648,155477.02756965745
1649,155477.02756965745
1650,155477.02756965745
1651,155477.02756965745
1652,155477.02756965745
1653,155477.02756965745
1654,155477.02756965745
1655,165870.7434252067
1656,155477.02756965745
1657,155477.02756965745
1658,155477.02756965745
1659,165870.7434252067
1660,155477.02756965745
1661,301427.82774106116
1662,301427.82774106116
1663,301427.82774106116
1664,301427.82774106116
1665,301427.82774106116
1666,301427.82774106116
1667,301427.82774106116
1668,301427.82774106116
1669,301427.82774106116
1670,301427.82774106116
1671,165870.7434252067
1672,301427.82774106116
1673,301427.82774106116
1674,301427.82774106116
1675,155477.02756965745
1676,155477.02756965745
1677,165870.7434252067
1678,301427.82774106116
1679,301427.82774106116
1680,301427.82774106116
1681,301427.82774106116
1682,301427.82774106116
1683,165870.7434252067
1684,165870.7434252067
1685,155477.02756965745
1686,165870.7434252067
1687,165870.7434252067
1688,165870.7434252067
1689,165870.7434252067
1690,165870.7434252067
1691,165870.7434252067
1692,301427.82774106116
1693,165870.7434252067
1694,155477.02756965745
1695,165870.7434252067
1696,165870.7434252067
1697,165870.7434252067
1698,301427.82774106116
1699,301427.82774106116
1700,165870.7434252067
1701,301427.82774106116
1702,301427.82774106116
1703,301427.82774106116
1704,301427.82774106116
1705,301427.82774106116
1706,301427.82774106116
1707,165870.7434252067
1708,165870.7434252067
1709,301427.82774106116
1710,301427.82774106116
1711,301427.82774106116
1712,301427.82774106116
1713,165870.7434252067
1714,165870.7434252067
1715,165870.7434252067
1716,165870.7434252067
1717,165870.7434252067
1718,155477.02756965745
1719,165870.7434252067
1720,301427.82774106116
1721,165870.7434252067
1722,155477.02756965745
1723,155477.02756965745
1724,165870.7434252067
1725,165870.7434252067
1726,155477.02756965745
1727,155477.02756965745
1728,165870.7434252067
1729,155477.02756965745
1730,155477.02756965745
1731,155477.02756965745
1732,155477.02756965745
1733,155477.02756965745
1734,155477.02756965745
1735,155477.02756965745
1736,155477.02756965745
1737,301427.82774106116
1738,165870.7434252067
1739,165870.7434252067
1740,155477.02756965745
1741,155477.02756965745
1742,155477.02756965745
1743,165870.7434252067
1744,301427.82774106116
1745,165870.7434252067
1746,301427.82774106116
1747,165870.7434252067
1748,155477.02756965745
1749,155477.02756965745
1750,155477.02756965745
1751,165870.7434252067
1752,155477.02756965745
1753,155477.02756965745
1754,165870.7434252067
1755,155477.02756965745
1756,155477.02756965745
1757,155477.02756965745
